LineId,Content,EventId,EventTemplate,ContentWithHeader,EventTemplateWithHeader
1527,"yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:50:32 INFO deprecation: yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1528,"yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:50:32 INFO deprecation: yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1529,"yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:50:32 INFO deprecation: yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1530,Submitting tokens for job: job_1668496639954_0381,s26,Submitting tokens for job: <*>,22/11/21 21:50:32 INFO JobSubmitter: Submitting tokens for job: job_1668496639954_0381,<*> INFO <*>: Submitting tokens for job: <*>
1531,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520520441, maxDate=1669125320441, sequenceNumber=8483408, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520520519, maxDate=1669125320519, sequenceNumber=71768, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/21 21:50:32 INFO JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520520441, maxDate=1669125320441, sequenceNumber=8483408, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520520519, maxDate=1669125320519, sequenceNumber=71768, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1532,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/conf/resource-types.xml,s28,found resource <*> at <*>,22/11/21 21:50:32 INFO Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/conf/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
1533,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/21 21:50:32 INFO TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1534,Submitted application application_1668496639954_0381,s30,Submitted application <*>,22/11/21 21:50:33 INFO YarnClientImpl: Submitted application application_1668496639954_0381,<*> INFO <*>: Submitted application <*>
1535,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0381/,s31,The url to track the job: <*>,22/11/21 21:50:33 INFO Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0381/,<*> INFO <*>: The url to track the job: <*>
1536,Running job: job_1668496639954_0381,s32,Running job: <*>,22/11/21 21:50:33 INFO Job: Running job: job_1668496639954_0381,<*> INFO <*>: Running job: <*>
1537,Job job_1668496639954_0381 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/21 21:50:43 INFO Job: Job job_1668496639954_0381 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1538,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:50:43 INFO Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1539,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:50:56 INFO Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1540,Job job_1668496639954_0381 completed successfully,s35,Job <*> completed successfully,22/11/21 21:50:57 INFO Job: Job job_1668496639954_0381 completed successfully,<*> INFO <*>: Job <*> completed successfully
1541,Creating Term Frequency Vectors,s68,Creating Term Frequency Vectors,22/11/22 21:50:57 INFO SparseVectorsFromSequenceFiles: Creating Term Frequency Vectors,<*> INFO <*>: Creating Term Frequency Vectors
1542,Creating dictionary from hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output/vectors/tokenized-documents and saving at hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output/vectors/wordcount,s69,Creating dictionary from <*> and saving at <*>,22/11/22 21:50:57 INFO DictionaryVectorizer: Creating dictionary from hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output/vectors/tokenized-documents and saving at hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output/vectors/wordcount,<*> INFO <*>: Creating dictionary from <*> and saving at <*>
1543,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/22 21:50:57 INFO AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1544,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520546983, maxDate=1669125346983, sequenceNumber=8483412, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/22 21:50:57 INFO DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520546983, maxDate=1669125346983, sequenceNumber=8483412, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1545,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/22 21:50:57 INFO KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1546,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520547005, maxDate=1669125347005, sequenceNumber=71770, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/22 21:50:57 INFO KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520547005, maxDate=1669125347005, sequenceNumber=71770, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1547,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520546983, maxDate=1669125346983, sequenceNumber=8483412, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:50:57 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520546983, maxDate=1669125346983, sequenceNumber=8483412, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1548,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520547005, maxDate=1669125347005, sequenceNumber=71770, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:50:57 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520547005, maxDate=1669125347005, sequenceNumber=71770, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1549,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0383,s23,Disabling Erasure Coding for path: <*>,22/11/22 21:50:57 INFO JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0383,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1550,Total input files to process : 1,s17,Total input files to process : <*>,22/11/22 21:50:57 INFO FileInputFormat: Total input files to process : 1,<*> INFO <*>: Total input files to process : <*>
1551,number of splits:1,s25,number of splits:<*>,22/11/22 21:50:58 INFO JobSubmitter: number of splits:1,<*> INFO <*>: number of splits:<*>
1552,Submitting tokens for job: job_1668496639954_0383,s26,Submitting tokens for job: <*>,22/11/22 21:50:58 INFO JobSubmitter: Submitting tokens for job: job_1668496639954_0383,<*> INFO <*>: Submitting tokens for job: <*>
1553,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520546983, maxDate=1669125346983, sequenceNumber=8483412, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520547005, maxDate=1669125347005, sequenceNumber=71770, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/22 21:50:58 INFO JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520546983, maxDate=1669125346983, sequenceNumber=8483412, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520547005, maxDate=1669125347005, sequenceNumber=71770, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1554,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/22 21:50:58 INFO TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1555,Submitted application application_1668496639954_0383,s30,Submitted application <*>,22/11/22 21:50:58 INFO YarnClientImpl: Submitted application application_1668496639954_0383,<*> INFO <*>: Submitted application <*>
1556,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0383/,s31,The url to track the job: <*>,22/11/22 21:50:58 INFO Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0383/,<*> INFO <*>: The url to track the job: <*>
1557,Running job: job_1668496639954_0383,s32,Running job: <*>,22/11/22 21:50:58 INFO Job: Running job: job_1668496639954_0383,<*> INFO <*>: Running job: <*>
1558,Job job_1668496639954_0383 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/22 21:51:08 INFO Job: Job job_1668496639954_0383 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1559,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:51:08 INFO Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1560,map 49% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:51:23 INFO Job:  map 49% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1561,map 67% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:51:27 INFO Job:  map 67% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1562,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:51:43 INFO Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1563,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/22 21:51:55 INFO Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
1564,Job job_1668496639954_0383 completed successfully,s35,Job <*> completed successfully,22/11/22 21:51:55 INFO Job: Job job_1668496639954_0383 completed successfully,<*> INFO <*>: Job <*> completed successfully
1565,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/22 21:56:22 INFO AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1566,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520872044, maxDate=1669125672044, sequenceNumber=8483467, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/22 21:56:22 INFO DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520872044, maxDate=1669125672044, sequenceNumber=8483467, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1567,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/22 21:56:22 INFO KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1568,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520872069, maxDate=1669125672069, sequenceNumber=71791, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/22 21:56:22 INFO KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520872069, maxDate=1669125672069, sequenceNumber=71791, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1569,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520872044, maxDate=1669125672044, sequenceNumber=8483467, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:56:22 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520872044, maxDate=1669125672044, sequenceNumber=8483467, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1570,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520872069, maxDate=1669125672069, sequenceNumber=71791, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:56:22 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520872069, maxDate=1669125672069, sequenceNumber=71791, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1571,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0404,s23,Disabling Erasure Coding for path: <*>,22/11/22 21:56:22 INFO JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0404,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1572,Total input files to process : 1,s17,Total input files to process : <*>,22/11/22 21:56:23 INFO FileInputFormat: Total input files to process : 1,<*> INFO <*>: Total input files to process : <*>
1573,number of splits:1,s25,number of splits:<*>,22/11/22 21:56:23 INFO JobSubmitter: number of splits:1,<*> INFO <*>: number of splits:<*>
1574,"yarn.resourcemanager.zk-num-retries is deprecated. Instead, use hadoop.zk.num-retries",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.zk-num-retries is deprecated. Instead, use hadoop.zk.num-retries","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1575,"yarn.resourcemanager.zk-address is deprecated. Instead, use hadoop.zk.address",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.zk-address is deprecated. Instead, use hadoop.zk.address","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1576,"yarn.resourcemanager.zk-timeout-ms is deprecated. Instead, use hadoop.zk.timeout-ms",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.zk-timeout-ms is deprecated. Instead, use hadoop.zk.timeout-ms","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1577,"yarn.resourcemanager.zk-acl is deprecated. Instead, use hadoop.zk.acl",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.zk-acl is deprecated. Instead, use hadoop.zk.acl","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1578,"yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1579,"yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1580,"yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled",s67,"<*> is deprecated. Instead, use <*>","22/11/22 21:56:23 INFO deprecation: yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1581,Submitting tokens for job: job_1668496639954_0404,s26,Submitting tokens for job: <*>,22/11/22 21:56:23 INFO JobSubmitter: Submitting tokens for job: job_1668496639954_0404,<*> INFO <*>: Submitting tokens for job: <*>
1582,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520872044, maxDate=1669125672044, sequenceNumber=8483467, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520872069, maxDate=1669125672069, sequenceNumber=71791, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/22 21:56:23 INFO JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520872044, maxDate=1669125672044, sequenceNumber=8483467, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520872069, maxDate=1669125672069, sequenceNumber=71791, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1583,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/22 21:56:23 INFO TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1584,Submitted application application_1668496639954_0404,s30,Submitted application <*>,22/11/22 21:56:23 INFO YarnClientImpl: Submitted application application_1668496639954_0404,<*> INFO <*>: Submitted application <*>
1585,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0404/,s31,The url to track the job: <*>,22/11/22 21:56:23 INFO Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0404/,<*> INFO <*>: The url to track the job: <*>
1586,Running job: job_1668496639954_0404,s32,Running job: <*>,22/11/22 21:56:23 INFO Job: Running job: job_1668496639954_0404,<*> INFO <*>: Running job: <*>
1587,Job job_1668496639954_0404 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/22 21:56:33 INFO Job: Job job_1668496639954_0404 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1588,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:56:33 INFO Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1589,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:56:44 INFO Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1590,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/22 21:56:53 INFO Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
1591,Job job_1668496639954_0404 completed successfully,s35,Job <*> completed successfully,22/11/22 21:56:53 INFO Job: Job job_1668496639954_0404 completed successfully,<*> INFO <*>: Job <*> completed successfully
1592,Program took 61637 ms (Minutes: 1.0272833333333333),s78,Program took <*> ms (Minutes: <*>),22/11/22 21:56:54 INFO MahoutDriver: Program took 61637 ms (Minutes: 1.0272833333333333),<*> INFO <*>: Program took <*> ms (Minutes: <*>)
1593,finish HadoopBayes bench,s36,finish <*> bench,finish HadoopBayes bench,finish <*> bench
1594,Running pagerank test ...,s39,Running <*> test ...,Running pagerank test ...,Running <*> test ...
1595,patching args=,s8,patching args=<*>,patching args=,patching args=<*>
1596,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,patching args=<*>
1597,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,Parsing conf: <*>
1598,Parsing conf: /home/team7/HiBench3/conf/spark.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/spark.conf,Parsing conf: <*>
1599,Parsing conf: /home/team7/HiBench3/conf/workloads/websearch/pagerank.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/workloads/websearch/pagerank.conf,Parsing conf: <*>
1600,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,s10,probe sleep jar: <*>,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,probe sleep jar: <*>
1601,start HadoopPagerank bench,s13,start <*> bench,start HadoopPagerank bench,start <*> bench
