LineId,Content,EventId,EventTemplate
1575,"- Request write data failed datastore is openstack reason is Exception[ exception [type=unavailable_shards_exception, reason=[openstack][1] primary shard is not active Timeout: [10s], request: [BulkShardRequest [[openstack][1]] containing [4] request",E74,"- Request write data failed datastore is <*> reason is Exception[ exception [type=unavailable_shards_exception, reason=[<*>][<*>] primary shard is not active Timeout: [<*>], request: [BulkShardRequest [[<*>][<*>]] containing [<*>] request"
1576,"- Request write data failed datastore is :shardrequest-write-current reason is [shardrequest-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shardrequest-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1577,"- Request write data failed datastore is :shard_wal_backup-write-current reason is [shard_wal_backup-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shard_wal_backup-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1578,"- Request write data failed datastore is :plogagent_link-write-current reason is [plogagent_link-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [plogagent_link-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1579,"- Request write data failed datastore is openstack reason is Exception[ exception [type=unavailable_shards_exception, reason=[openstack][1] primary shard is not active Timeout: [10s], request: [BulkShardRequest [[openstack][1]] containing [4] request",E74,"- Request write data failed datastore is <*> reason is Exception[ exception [type=unavailable_shards_exception, reason=[<*>][<*>] primary shard is not active Timeout: [<*>], request: [BulkShardRequest [[<*>][<*>]] containing [<*>] request"
1580,"- Request write data failed datastore is :plogclient-write-current reason is [plogclient-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [plogclient-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1581,"- Request write data failed datastore is :300s_other-write-current reason is [300s_other-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [300s_other-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1582,"- Request write data failed datastore is :plogagent_link-write-current reason is [plogagent_link-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [plogagent_link-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1583,"- Request write data failed datastore is :plogmanager-write-current reason is [plogmanager-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [plogmanager-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1584,"- Request write data failed datastore is openstack reason is Exception[ exception [type=unavailable_shards_exception, reason=[openstack][1] primary shard is not active Timeout: [10s], request: [BulkShardRequest [[openstack][1]] containing [4] request",E74,"- Request write data failed datastore is <*> reason is Exception[ exception [type=unavailable_shards_exception, reason=[<*>][<*>] primary shard is not active Timeout: [<*>], request: [BulkShardRequest [[<*>][<*>]] containing [<*>] request"
1585,"- Request write data failed datastore is :stackt reason is [stackt] Exception[ exception [type=index_not_found_exception, reason=no such index [stackt] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1586,"- Request write data failed datastore is openstack reason is Exception[ exception [type=unavailable_shards_exception, reason=[openstack][1] primary shard is not active Timeout: [10s], request: [BulkShardRequest [[openstack][1]] containing [4] request",E74,"- Request write data failed datastore is <*> reason is Exception[ exception [type=unavailable_shards_exception, reason=[<*>][<*>] primary shard is not active Timeout: [<*>], request: [BulkShardRequest [[<*>][<*>]] containing [<*>] request"
1587,"- Request write data failed datastore is :stackt reason is [stackt] Exception[ exception [type=index_not_found_exception, reason=no such index [stackt] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1588,"- Request write data failed datastore is :shardrequest-write-current reason is [shardrequest-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shardrequest-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1589,"- Request write data failed datastore is :shard_wal_backup-write-current reason is [shard_wal_backup-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shard_wal_backup-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1590,"- Request write data failed datastore is :shardrequest-write-current reason is [shardrequest-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shardrequest-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1591,"- Request write data failed datastore is :shard_wal_backup-write-current reason is [shard_wal_backup-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shard_wal_backup-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1592,"- Request write data failed datastore is :shardrequest-write-current reason is [shardrequest-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [shardrequest-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1593,"- Request write data failed datastore is :plogmanager-write-current reason is [plogmanager-write-current] Exception[ exception [type=index_not_found_exception, reason=no such index [plogmanager-write-current] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1594,"- Request write data failed datastore is :dbs reason is [dbs] Exception[ exception [type=index_not_found_exception, reason=no such index [dbs] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1595,"- Request write data failed datastore is :servicemonitor reason is Exception[ exception [type=unavailable_shards_exception, reason=[servicemonitor][1] primary shard is not active Timeout: [10s], request: [BulkShardRequest [[servicemonitor][1]] containing [11] request",E74,"- Request write data failed datastore is <*> reason is Exception[ exception [type=unavailable_shards_exception, reason=[<*>][<*>] primary shard is not active Timeout: [<*>], request: [BulkShardRequest [[<*>][<*>]] containing [<*>] request"
1596,"- Request write data failed datastore is :microservice reason is [microservice] Exception[ exception [type=index_not_found_exception, reason=no such index [microservice] and [action.auto_create_index] contains [-perf*] which forbids automatic crea",E155,"- Request write data failed datastore is :<*> reason is [<*>] Exception[ exception [type=index_not_found_exception, reason=no such index [<*>] and [action.auto_create_index] contains [-perf*] which forbids automatic crea"
1597,- Request write data batch is 1072,E316,- Request write data batch is <*>
1598,- BasicMetric Output:format_apig_0001@[]@APIGateway-Built_In_1.0_,E309,- <*> Output:format_apig_0001@[]@<*>
1599,- ComplexMetric Output:format_apig_0001@[]@APIGateway-Built_In_1.0_,E309,- <*> Output:format_apig_0001@[]@<*>
1600,- BasicMetric Output:format_apig_0001@[]@APIGateway-Built_In_1.0_,E309,- <*> Output:format_apig_0001@[]@<*>
1601,- ComplexMetric Output:format_apig_0001@[]@APIGateway-Built_In_1.0_,E309,- <*> Output:format_apig_0001@[]@<*>
1602,ByUserId from db parameter:4d5e0c8573f3434e8cb4d0af1743f6ca error = null.,E227,ByUserId from db parameter:<*> error = null.
1603,project is not exist: projectId = e91fed9b3aea4d0ca31bb0e33a4938f0,E350,project is not exist: projectId = <*>
1604,ByUserId from db parameter:4d5e0c8573f3434e8cb4d0af1743f6ca error = null.,E227,ByUserId from db parameter:<*> error = null.
1605,project is not exist: projectId = e91fed9b3aea4d0ca31bb0e33a4938f0,E350,project is not exist: projectId = <*>
1606,vdc id:id is not exist.,E216,vdc id:<*> is not exist.
1607,ServiceException ServiceException: exception.id: movdc-01139;,E77,ServiceException ServiceException: exception.id: <*>;
1608,initConsumer retry 88 times,E157,initConsumer retry <*> times
1609,AccessConfig kafka init error!,E126,AccessConfig kafka init error!
1610,"start iamTokenValidate, response is Wrapper@37dd9575, method is GET",E201,"start iamTokenValidate, response is <*> method is GET"
1611,"[getPasswd][step:enter] parameter is: [{""component"":""component"", ""regionId"":""region"", ""accountName"":""user"", ""accountType"":""3"", ""subComponent"":""PublicVM""}, {""component"":""component"", ""regionId"":""region"", ""accountName"":""user11"", ""accountType"":""1"", ""subComponent"":""PublicVM""}]",E327,"[getPasswd][step:enter] parameter is: [<*>, <*>]"
1612,"getPasswd request from addr: 127.0.0.1:8888, region: []",E151,getPasswd request from addr: <*> region: []
1613,initConsumer retry 89 times,E157,initConsumer retry <*> times
1614,AccessConfig kafka init error!,E126,AccessConfig kafka init error!
1615,getCrlData start!,E338,getCrlData <*>!
1616,getCrlData end!,E338,getCrlData <*>!
1617,"start iamTokenValidate, response is Wrapper@2fb465fb, method is GET",E201,"start iamTokenValidate, response is <*> method is GET"
1618,"Failed to getRequestAddr rest from XXX. response is 404, query iam doamin failed.",E439,Failed to getRequestAddr rest from XXX. response is <*> query iam doamin failed.
1619,"[getPasswd][step:enter] parameter is: [{""component"":""component"", ""regionId"":""region"", ""accountName"":""user21"", ""accountType"":""3"", ""subComponent"":""Haproxy""}, {""component"":""component"", ""regionId"":""region"", ""accountName"":""user11"", ""accountType"":""1"", ""subComponent"":""PublicVM""}]",E327,"[getPasswd][step:enter] parameter is: [<*>, <*>]"
1620,"getPasswd request from addr: 127.0.0.1:8888, region: []",E151,getPasswd request from addr: <*> region: []
1621,"start iamTokenValidate, response is Wrapper@7d8338d, method is GET",E201,"start iamTokenValidate, response is <*> method is GET"
1622,"[getPasswd][step:enter] parameter is: [{""component"":""component"", ""regionId"":""region"", ""accountName"":""user11"", ""accountType"":""1"", ""subComponent"":""PublicVM""}]",E294,"[getPasswd][step:enter] parameter is: [<*>"", ""regionId"":""<*>"", ""accountName"":""<*>"", ""accountType"":""<*>"", ""subComponent"":""<*>""}]"
1623,"getPasswd request from addr: 127.0.0.1:8888, region: []",E151,getPasswd request from addr: <*> region: []
1624,license and permission is null. mapping license item: LDC1MOL01,E80,license and permission is null. mapping license item: <*>
1625,"start to create task, task params is:{""algorithm"":{""algorithmType"":""TOPN_PER_DAY"", ""indicatorValueType"":""max"", ""indicators"":{""elements"":[{""condition"":"">="", ""perfIndicatorName"":""metric1"", ""value"":0}], ""relation"":""AND""}, ""timeRange"":{""lastDayNum"":7, ""timeZone"":""GMT+08:00""}, ""topn"":1, ""weekFilter"":[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6""]}, ""resourceType"":""CLOUD_VM""}",E373,"start to create task, task params is:<*>"
1626,"there are 0 tasks under user:yhcTest, no need to be flow controlled!",E144,"there are <*> tasks under user:<*>, no need to be flow controlled!"
1627,scale is 200vm,E291,scale is <*>
1628,"create task successfully~~ tblAnalysisTask:taskId:521, resourceType:CLOUD_VM, algorithmType:TOPN_PER_DAY, createTime:2023-03-01 14:42:29, latestRequestTime:2023-03-01 14:42:29, process:0%, :[{""resultColumn"":""indicator1Load"", ""perfIndicatorName"":""metric1""}], content:{""algorithm"":{""algorithmType"":""TOPN_PER_DAY"", ""indicatorValueType"":""max"", ""indicators"":{""elements"":[{""condition"":"">="", ""perfIndicatorName"":""metric1"", ""value"":0}], ""relation"":""AND""}, ""timeRange"":{""lastDayNum"":7, ""timeZone"":""GMT+08:00""}, ""topn"":1, ""weekFilter"":[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6""]}, ""resourceType"":""CLOUD_VM""}",E86,"create task successfully~~ tblAnalysisTask:taskId:<*>, resourceType:<*>, algorithmType:<*>, createTime:<*>, latestRequestTime:<*>, process:<*>, :[<*>"", ""perfIndicatorName"":""<*>""}], content:<*>"", ""indicatorValueType"":""<*>"", ""indicators"":<*>"", ""perfIndicatorName"":""<*>"", ""value"":<*>}], ""relation"":""<*>""}, ""timeRange"":<*>, ""timeZone"":""<*>""}, ""topn"":<*>, ""weekFilter"":[""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>""]}, ""resourceType"":""<*>""}"
1629,Got unfinished task from db.,E293,Got unfinished task from db.
1630,check and delete analysis result succeed!,E46,check and delete analysis result succeed!
1631,"start to getResources, pageNo:1",E413,"start to getResources, pageNo:<*>"
1632,resIdList size is 153,E447,resIdList size is <*>
1633,"start to getResources, pageNo:1",E413,"start to getResources, pageNo:<*>"
1634,resIdList size is 153,E447,resIdList size is <*>
1635,resultSize before filter: 153,E272,resultSize before filter: <*>
1636,resultSize after filter: 153,E12,resultSize after filter: <*>
1637,start to insert subTasks,E257,start to insert subTasks
1638,batch insert subTask successfully~~ total insert subTaskNum: 1,E265,batch insert subTask successfully~~ total insert subTaskNum: <*>
1639,"Resource Usage Exceeds the Maximum Limit:0.9, systemCpuLoad:0.4433646992823639, memoryUseRatio:0.9828558161794827",E357,"Resource Usage Exceeds the Maximum Limit:<*>, systemCpuLoad:<*>, memoryUseRatio:<*>"
1640,"start to run subTask, subTaskId is 863",E312,"start to run subTask, subTaskId is <*>"
1641,"Before Query Result Size: 153, tblAnalysisSubTaskId: 863",E83,Before Query Result Size: <*> tblAnalysisSubTaskId: <*>
1642,"create queryEs task, num0, startIndex0, endIndex38",E47,"create queryEs task, <*>"
1643,beginTime endTime granularity:1676995200000 1677600000000 30m,E339,beginTime endTime granularity:<*> <*>
1644,"create queryEs task, num1, startIndex38, endIndex76",E47,"create queryEs task, <*>"
1645,beginTime endTime granularity:1676995200000 1677600000000 30m,E339,beginTime endTime granularity:<*> <*>
1646,"create queryEs task, num2, startIndex76, endIndex114",E47,"create queryEs task, <*>"
1647,beginTime endTime granularity:1676995200000 1677600000000 30m,E339,beginTime endTime granularity:<*> <*>
1648,"create queryEs task, num3, startIndex114, endIndex153",E47,"create queryEs task, <*>"
1649,beginTime endTime granularity:1676995200000 1677600000000 30m,E339,beginTime endTime granularity:<*> <*>
1650,"After Query Result Size: 83, tblAnalysisSubTaskId: 863",E274,After Query Result Size: <*> tblAnalysisSubTaskId: <*>
1651,"refill dimension info result size: 83, tblAnalysisSubTaskId: 863",E433,refill dimension info result size: <*> tblAnalysisSubTaskId: <*>
1652,"x-trace-id:-99, x-request-id:routeid, zonerulesexception param timezone error. timezone = asia",E158,"x-trace-id:<*>, x-request-id:<*>, zonerulesexception param timezone error. timezone = <*>"
1653,"x-trace-id:-99, x-request-id:routeid, internal server error, opname:querymetercsdata, error code:request is invalid, error message:please check the params., traceid is -99, requestid is routeid",E121,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:<*>, traceid is <*> requestid is <*>"
1654,ServiceException ServiceException: exception.id: momet-40000;,E77,ServiceException ServiceException: exception.id: <*>;
1655,"start handle communication message, sender: Service-File-Actions",E140,"start handle communication message, sender: <*>"
1656,"task running result: ResultRawData(material_id='902cb7ac5f904793b6e64a3bef4f469a', work_action='NewTask', task_id='fa163e1a1f0004650aa2cd9ddcec79c7', agent_id='be19256f-5ea3-5528-a6a7-43a341d7b19c', start_time=1677554162000, end_time=1677554175000, return_code='0', execute_content='', execute_code='')",E210,"task running result: ResultRawData(material_id='<*>', work_action='NewTask', task_id='<*>', agent_id='<*>', start_time=<*>, end_time=<*>, return_code='<*>', execute_content='', execute_code='')"
1657,"START: begin handle task result message, work action: NewTask, task id: fa163e1a1f0004650aa2cd9ddcec79c7, agent id: be19256f-5ea3-5528-a6a7-43a341d7b19c",E354,"START: begin handle task result message, work action: NewTask, task id: <*> agent id: <*>"
1658,"queried agent info by agents id successful, agent id: be19256f-5ea3-5528-a6a7-43a341d7b19c, result number: 1",E365,"queried agent info by agents id successful, agent id: <*> result number: <*>"
1659,"task service currently processed task id corresponding to the work id : work action: NewTask, tag: , work id: 55f2bd80740a45438f86eaf8cb84a180, task id: fa163e1a1f0004650aa2cd9ddcec79c7, agent id: be19256f-5ea3-5528-a6a7-43a341d7b19c",E410,"task service currently processed task id corresponding to the work id : work action: NewTask, tag: <*> work id: <*> task id: <*> agent id: <*>"
1660,"END: task result services handle communication message success: work action: NewTask, tag: , work id: 55f2bd80740a45438f86eaf8cb84a180, task id: fa163e1a1f0004650aa2cd9ddcec79c7, agent id: be19256f-5ea3-5528-a6a7-43a341d7b19c, took 15.198 ms",E333,"END: task result services handle communication message success: work action: NewTask, tag: <*> work id: <*> task id: <*> agent id: <*> took <*> ms"
1661,"send message successful, topic: topic, partition: 3, offset: 91275, remarks: result service message: work action: NewTask, tag: , work id: b56b5be8e55d401db87819def23c8bca, task id: fa163e1a1f0029240aa2cd9c451c795a, agent id: b90075ca-d89f-56be-8d22-04d537d8605c, error: None",E38,"send message successful, topic: <*> partition: <*> offset: <*> remarks: result service message: work action: <*> tag: <*> work id: <*> task id: <*> agent id: <*> error: <*>"
1662,"ResultServices send communication data to topic complete, result service message: work action: NewTask, tag: , work id: 55f2bd80740a45438f86eaf8cb84a180, task id: fa163e1a1f0004650aa2cd9ddcec79c7, agent id: be19256f-5ea3-5528-a6a7-43a341d7b19c",E426,"ResultServices send communication data to topic complete, result service message: work action: NewTask, tag: <*> work id: <*> task id: <*> agent id: <*>"
1663,"handle communication message successful, sender: Service-File-Actions",E68,"handle communication message successful, sender: Service-<*>-Actions"
1664,"commit communication message successful, sender: Service-File-Actions",E5,"commit communication message successful, sender: <*>"
1665,"start handle communication message, sender: Service-Manager-Actions",E140,"start handle communication message, sender: <*>"
1666,"START: task args services start handle communication message, work_id: 2769dc14fe0141b5820d1e4709e3483c, work action: NewTask",E168,"START: task args services start handle communication message, work_id: <*> work action: NewTask"
1667,"an error occurred when handle message, error: IndexError('list index out of range')",E292,"an error occurred when handle message, error: IndexError('<*>')"
1668,"File ""/data_receiver.py"", line 49, in __handler_communication_message",E43,"File ""<*>"", line <*> in <*>"
1669,type: list index out of range,E393,type: list index out of range
1670,"x-trace-id:-99, x-request-id:RouteID, enter speck check:, COMPONENT, component.max",E302,"x-trace-id:<*>, x-request-id:<*>, enter speck check:, <*>"
1671,"x-trace-id:-99, x-request-id:RouteID, Internal Server Error opname:checkNameExists error code:ComponentBusiness_0003 error message:The component name cannot be duplicated. traceId is -99 requestId is RouteID-ir-1677825340246-238",E268,"x-trace-id:<*>, x-request-id:<*>, Internal Server Error opname:<*> error code:<*> error message:The component name cannot be duplicated. traceId is <*> requestId is <*>"
1672,"x-trace-id:-99, x-request-id:RouteID, Internal Server Error opname:createComponent error code:wrk-00617 error message:create component failed. traceId is -99 requestId is RouteID-ir-1677825340246-238",E64,"x-trace-id:<*>, x-request-id:<*>, Internal Server Error opname:<*> error code:<*> error message:create component failed. traceId is <*> requestId is <*>"
1673,"x-trace-id:routeid, x-request-id:routeid, enter speck check:, group, group.max",E302,"x-trace-id:<*>, x-request-id:<*>, enter speck check:, <*>"
1674,"x-trace-id:routeid, x-request-id:routeid, internal server error, opname:get user info failed, error code:404, error message:exception.id: vdc; , userid = 5c5bcfbb24294f8f8e857b850038c2ac, traceid is routeid, requestid is routeid",E33,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:exception.id: vdc; , userid = <*> traceid is <*> requestid is <*>"
1675,"x-trace-id:routeid, x-request-id:routeid, internal server error, opname:getpropertyvaluefromjson, error code:, error message:json node is empty, traceid is routeid, requestid is routeid",E22,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:, error message:json node is empty, traceid is <*> requestid is <*>"
1676,"x-trace-id:routeid, x-request-id:routeid, parameter check error, param name:username not same, value:value, traceid is routeid, requestid is routeid",E288,"x-trace-id:<*>, x-request-id:<*>, parameter check error, param name:<*>, value:<*>, traceid is <*> requestid is <*>"
1677,"x-trace-id:routeid, x-request-id:routeid, internal server error, opname:delegateimpl@creategroup, error code:delegateimpl-0002, error message:creategroup failed., traceid is routeid, requestid is routeid",E322,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:creategroup failed., traceid is <*> requestid is <*>"
1678,"x-trace-id:05ab97c166ec197c05ab97c166ec197c, x-request-id:routeid, internal server error, opname:groupbusiness@deletegroup@1, error code:groupbusiness_0008, error message:the delete group is not exist, traceid is 05ab97c166ec197c05ab97c166ec197c, requestid is routeid",E121,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:<*>, traceid is <*> requestid is <*>"
1679,"x-trace-id:05ab97c166ec197c05ab97c166ec197c, x-request-id:routeid, internal server error, opname:delegateimpl@updategroup, error code:delegateimpl-0005, error message:updategroup failed., traceid is 05ab97c166ec197c05ab97c166ec197c, requestid is routeid",E121,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:<*>, traceid is <*> requestid is <*>"
1680,consuminguserdeleted for 5c5bcfbb24294f8f8e857b850038c2ac.,E88,consuminguserdeleted for <*>.
1681,"x-trace-id:-99, x-request-id:routeid, templatehelper getsoftwareurlmap start",E217,"x-trace-id:<*>, x-request-id:<*>, templatehelper getsoftwareurlmap <*>"
1682,"x-trace-id:-99, x-request-id:routeid, check string is json exception, ignore this exception...",E231,"x-trace-id:<*>, x-request-id:<*>, check string is json exception, ignore this exception..."
1683,"x-trace-id:-99, x-request-id:routeid, templatehelper getsoftwareurlmap end",E217,"x-trace-id:<*>, x-request-id:<*>, templatehelper getsoftwareurlmap <*>"
1684,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1685,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1686,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1687,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1688,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1689,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1690,"createservice registryserviceoperation: start. servicename = {""zh_cn"":""fun_vapp_mgn_tmp_0074n7j"", ""en_us"":""fun_vapp_mgn_tmp_0074n7j""}",E188,"createservice registryserviceoperation: start. servicename = <*>"", ""en_us"":""<*>""}"
1691,createservice registryserviceoperation: end.,E429,createservice registryserviceoperation: end.
1692,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1693,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1694,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1695,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1696,templatehelper getsoftwareurlmap start,E197,templatehelper getsoftwareurlmap <*>
1697,"internal server error, traceid is -99, requestid is , opname:buildservicetemplatebean, error code:vapp-01029, error message:the template does not exist. templateid = templateid",E285,"internal server error, traceid is <*> requestid is , opname:<*>, error code:<*>, error message:the template does not exist. templateid = <*>"
1698,"internal server error, traceid is -99, requestid is , opname:createservicethread, error code:vapp-01029, error message:failed to create service. servicename = {""zh_cn"":""fun_vapp_mgn_tmp_0074n7j"", ""en_us"":""fun_vapp_mgn_tmp_0074n7j""}, e = exception.id: vapp-01029;",E386,"internal server error, traceid is <*> requestid is , opname:<*>, error code:<*>, error message:failed to create service. servicename = <*>, e = exception.id: <*>;"
1699,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1700,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1701,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1702,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
1703,"createservice registryserviceoperation: start. servicename = {""zh_cn"":""fun_vapp_tmpl_135_405"", ""en_us"":""fun_vapp_tmpl_135_405""}",E188,"createservice registryserviceoperation: start. servicename = <*>"", ""en_us"":""<*>""}"
1704,createservice registryserviceoperation: end.,E429,createservice registryserviceoperation: end.
1705,"x-trace-id:-99, x-request-id:routeid, internal server error, traceid is -99, requestid is routeid, opname:queryserviceparams, error code:vapp-09033, error message:the service does not exist. serviceid = serviceid",E189,"x-trace-id:<*>, x-request-id:<*>, internal server error, traceid is <*> requestid is <*> opname:<*>, error code:<*>, error message:<*>. serviceid = <*>"
1706,ServiceException ServiceException: exception.id: vapp-09033;,E77,ServiceException ServiceException: exception.id: <*>;
